,subagencia,fecha,precioLitro,precioLitro,precioLitro
12412,SAG Caborca,2018-10-23,20.95,20.1,20.525
12413,SAG Caborca,2018-10-24,20.95,20.1,20.525
12414,SAG Caborca,2018-10-25,21.05,21.05,21.05
12415,SAG Caborca,2018-10-26,20.1,20.1,20.1
12416,SAG Caborca,2018-10-29,21.05,21.05,21.05
12417,SAG Caborca,2018-10-30,21.05,19.85,20.450000000000003
12418,SAG Caborca,2018-11-01,21.05,21.05,21.05
12419,SAG Caborca,2018-11-03,21.05,21.05,21.05
12420,SAG Caborca,2018-11-05,19.8,19.8,19.8
12421,SAG Caborca,2018-11-06,21.15,21.15,21.15
12422,SAG Caborca,2018-11-07,21.17,21.17,21.17
12423,SAG Caborca,2018-11-08,21.05,19.8,20.425
12424,SAG Caborca,2018-11-09,21.05,19.8,20.633333333333336
12425,SAG Caborca,2018-11-10,21.15,21.15,21.15
12426,SAG Caborca,2018-11-12,21.15,19.8,20.475
12427,SAG Caborca,2018-11-13,21.45,19.8,20.625
12428,SAG Caborca,2018-11-14,21.15,21.15,21.15
12429,SAG Caborca,2018-11-15,21.15,19.8,20.25
12430,SAG Caborca,2018-11-16,21.15,19.65,20.4
12431,SAG Caborca,2018-11-17,19.8,19.8,19.8
12432,SAG Caborca,2018-11-20,21.45,19.8,20.8
12433,SAG Caborca,2018-11-21,21.15,19.57,20.62333333333333
12434,SAG Caborca,2018-11-22,21.15,19.65,20.424999999999997
12435,SAG Caborca,2018-11-24,21.15,19.69,20.42
12436,SAG Caborca,2018-11-26,21.15,21.15,21.15
12437,SAG Caborca,2018-11-27,19.69,19.69,19.69
12438,SAG Caborca,2018-11-28,21.15,21.15,21.15
12439,SAG Caborca,2018-11-29,21.15,21.15,21.15
12440,SAG Caborca,2018-11-30,21.15,19.69,19.982
12441,SAG Caborca,2018-12-04,21.15,19.59,20.759999999999998
12442,SAG Caborca,2018-12-05,21.15,19.49,20.32
12443,SAG Caborca,2018-12-06,21.15,19.49,20.485999999999997
12444,SAG Caborca,2018-12-07,19.49,19.49,19.49
12445,SAG Caborca,2018-12-10,21.15,19.49,20.32
12446,SAG Caborca,2018-12-11,19.49,19.49,19.49
12447,SAG Caborca,2018-12-12,21.15,19.49,20.596666666666668
12448,SAG Caborca,2018-12-13,21.15,21.15,21.15
12449,SAG Caborca,2018-12-17,21.15,21.15,21.15
12450,SAG Caborca,2018-12-18,20.95,19.39,20.17
12451,SAG Caborca,2018-12-19,20.9,20.9,20.9
12452,SAG Caborca,2018-12-20,19.14,19.14,19.14
12453,SAG Caborca,2018-12-21,20.8,19.19,19.9925
12454,SAG Caborca,2018-12-22,19.19,19.19,19.19
12455,SAG Caborca,2018-12-24,20.8,19.19,20.23
12456,SAG Caborca,2018-12-26,20.8,19.19,19.995
12457,SAG Caborca,2018-12-27,19.19,19.19,19.19
12458,SAG Caborca,2018-12-28,20.8,20.8,20.8
12459,SAG Caborca,2018-12-29,20.8,18.64,19.72
12460,SAG Caborca,2018-12-30,20.8,20.8,20.8
12461,SAG Caborca,2018-12-31,18.9,18.9,18.9
12462,SAG Calpulalpan,2018-01-02,17.07,17.07,17.07
12463,SAG Calpulalpan,2018-01-03,17.33,17.33,17.33
12464,SAG Calpulalpan,2018-01-04,17.17,17.17,17.17
12465,SAG Calpulalpan,2018-01-05,17.17,17.17,17.17
12466,SAG Calpulalpan,2018-01-06,17.4,16.34,17.134999999999998
12467,SAG Calpulalpan,2018-01-08,17.25,17.25,17.25
12468,SAG Calpulalpan,2018-01-09,17.5,17.5,17.5
12469,SAG Calpulalpan,2018-01-10,17.5,17.5,17.5
12470,SAG Calpulalpan,2018-01-11,17.38,17.38,17.38
12471,SAG Calpulalpan,2018-01-12,17.55,17.55,17.55
12472,SAG Calpulalpan,2018-01-13,17.55,16.55,17.34
12473,SAG Calpulalpan,2018-01-16,17.61,17.61,17.61
12474,SAG Calpulalpan,2018-01-17,17.55,17.38,17.436666666666667
12475,SAG Calpulalpan,2018-01-18,17.68,17.55,17.615000000000002
12476,SAG Calpulalpan,2018-01-19,17.56,17.56,17.56
12477,SAG Calpulalpan,2018-01-20,17.84,16.83,17.503333333333334
12478,SAG Calpulalpan,2018-01-22,17.87,17.87,17.87
12479,SAG Calpulalpan,2018-01-23,17.9,17.9,17.9
12480,SAG Calpulalpan,2018-01-25,17.95,17.95,17.95
12481,SAG Calpulalpan,2018-01-26,17.99,16.96,17.788571428571426
12482,SAG Calpulalpan,2018-01-27,18.03,17.85,17.94
12483,SAG Calpulalpan,2018-01-29,17.9,17.9,17.9
12484,SAG Calpulalpan,2018-01-30,18.1,17.97,18.074
12485,SAG Calpulalpan,2018-01-31,18.11,17.92,18.046666666666667
12486,SAG Calpulalpan,2018-02-01,18.02,18.02,18.02
12487,SAG Calpulalpan,2018-02-02,18.14,17.03,17.935000000000002
12488,SAG Calpulalpan,2018-02-06,18.33,18.33,18.33
12489,SAG Calpulalpan,2018-02-07,18.17,18.16,18.165
12490,SAG Calpulalpan,2018-02-08,18.12,18.12,18.12
12491,SAG Calpulalpan,2018-02-09,18.26,17.14,17.823333333333334
12492,SAG Calpulalpan,2018-02-10,18.17,18.11,18.134
12493,SAG Calpulalpan,2018-02-12,18.11,18.11,18.11
12494,SAG Calpulalpan,2018-02-14,18.08,18.08,18.08
12495,SAG Calpulalpan,2018-02-15,18.2,18.2,18.2
12496,SAG Calpulalpan,2018-02-16,18.27,18.11,18.142
12497,SAG Calpulalpan,2018-02-17,18.25,17.21,17.73
12498,SAG Calpulalpan,2018-02-19,18.13,18.13,18.13
12499,SAG Calpulalpan,2018-02-20,18.32,18.16,18.200000000000003
12500,SAG Calpulalpan,2018-02-21,18.33,18.33,18.33
12501,SAG Calpulalpan,2018-02-22,18.37,17.23,18.082
12502,SAG Calpulalpan,2018-02-25,18.28,18.28,18.28
12503,SAG Calpulalpan,2018-02-26,18.43,18.28,18.38
12504,SAG Calpulalpan,2018-02-27,18.31,18.31,18.31
12505,SAG Calpulalpan,2018-02-28,18.47,18.35,18.39
12506,SAG Calpulalpan,2018-03-01,18.49,18.38,18.435
12507,SAG Calpulalpan,2018-03-02,18.51,17.39,18.256
12508,SAG Calpulalpan,2018-03-03,18.38,18.38,18.38
12509,SAG Calpulalpan,2018-03-05,18.38,18.38,18.38
12510,SAG Calpulalpan,2018-03-06,18.5,18.5,18.5
12511,SAG Calpulalpan,2018-03-07,18.52,18.41,18.44666666666667
12512,SAG Calpulalpan,2018-03-08,18.41,18.41,18.41
12513,SAG Calpulalpan,2018-03-09,18.52,17.41,18.113333333333333
12514,SAG Calpulalpan,2018-03-10,18.4,18.4,18.4
12515,SAG Calpulalpan,2018-03-12,18.52,18.4,18.44
12516,SAG Calpulalpan,2018-03-13,18.5,18.41,18.44
12517,SAG Calpulalpan,2018-03-14,18.52,18.4,18.439999999999998
12518,SAG Calpulalpan,2018-03-15,18.53,17.42,18.253999999999998
12519,SAG Calpulalpan,2018-03-16,18.42,18.42,18.42
12520,SAG Calpulalpan,2018-03-17,18.55,18.55,18.55
12521,SAG Calpulalpan,2018-03-19,18.43,18.43,18.43
12522,SAG Calpulalpan,2018-03-21,18.45,18.45,18.45
12523,SAG Calpulalpan,2018-03-22,18.46,17.47,17.965
12524,SAG Calpulalpan,2018-03-23,18.59,18.47,18.53
12525,SAG Calpulalpan,2018-03-25,18.4,18.4,18.4
12526,SAG Calpulalpan,2018-03-26,18.6,18.4,18.44666666666667
12527,SAG Calpulalpan,2018-03-27,18.55,18.55,18.55
12528,SAG Calpulalpan,2018-03-28,18.55,18.49,18.52
12529,SAG Calpulalpan,2018-03-29,18.61,17.5,18.382857142857144
12530,SAG Calpulalpan,2018-03-31,18.55,18.55,18.55
12531,SAG Calpulalpan,2018-04-02,18.61,18.49,18.549999999999997
12532,SAG Calpulalpan,2018-04-03,18.49,18.49,18.49
12533,SAG Calpulalpan,2018-04-04,18.59,18.49,18.54
12534,SAG Calpulalpan,2018-04-05,18.49,17.5,18.291999999999998
12535,SAG Calpulalpan,2018-04-06,18.49,18.49,18.49
12536,SAG Calpulalpan,2018-04-10,18.6,18.5,18.53
12537,SAG Calpulalpan,2018-04-11,18.6,18.6,18.6
12538,SAG Calpulalpan,2018-04-12,18.61,18.41,18.476666666666667
12539,SAG Calpulalpan,2018-04-13,18.53,18.53,18.53
12540,SAG Calpulalpan,2018-04-14,18.5,18.5,18.5
12541,SAG Calpulalpan,2018-04-17,18.51,17.51,18.01
12542,SAG Calpulalpan,2018-04-18,18.62,18.5,18.560000000000002
12543,SAG Calpulalpan,2018-04-19,18.62,18.49,18.5225
12544,SAG Calpulalpan,2018-04-21,18.51,17.53,18.020000000000003
12545,SAG Calpulalpan,2018-04-23,18.55,18.51,18.523333333333337
12546,SAG Calpulalpan,2018-04-24,18.62,18.52,18.58666666666667
12547,SAG Calpulalpan,2018-04-26,18.62,18.44,18.53
12548,SAG Calpulalpan,2018-04-27,17.56,17.56,17.56
12549,SAG Calpulalpan,2018-04-28,18.47,18.47,18.47
12550,SAG Calpulalpan,2018-04-29,18.54,18.54,18.54
12551,SAG Calpulalpan,2018-04-30,18.55,18.54,18.545
12552,SAG Calpulalpan,2018-05-02,18.54,18.54,18.54
12553,SAG Calpulalpan,2018-05-03,18.63,17.59,18.3
12554,SAG Calpulalpan,2018-05-05,18.56,18.56,18.56
12555,SAG Calpulalpan,2018-05-07,18.6,18.56,18.573333333333334
12556,SAG Calpulalpan,2018-05-08,18.65,18.65,18.65
12557,SAG Calpulalpan,2018-05-09,18.65,18.58,18.615
12558,SAG Calpulalpan,2018-05-10,17.63,17.63,17.63
12559,SAG Calpulalpan,2018-05-12,18.6,18.6,18.6
12560,SAG Calpulalpan,2018-05-14,18.65,18.6,18.625
12561,SAG Calpulalpan,2018-05-16,18.68,18.68,18.680000000000003
12562,SAG Calpulalpan,2018-05-18,18.65,17.68,18.4025
12563,SAG Calpulalpan,2018-05-19,18.71,18.71,18.71
12564,SAG Calpulalpan,2018-05-21,18.74,18.65,18.68
12565,SAG Calpulalpan,2018-05-22,18.66,18.66,18.66
12566,SAG Calpulalpan,2018-05-23,18.67,18.67,18.67
12567,SAG Calpulalpan,2018-05-24,18.75,17.72,18.406666666666666
12568,SAG Calpulalpan,2018-05-25,18.63,18.63,18.63
12569,SAG Calpulalpan,2018-05-26,18.63,18.63,18.63
12570,SAG Calpulalpan,2018-05-28,18.76,18.65,18.689999999999998
12571,SAG Calpulalpan,2018-05-29,18.71,18.71,18.71
12572,SAG Calpulalpan,2018-05-30,18.78,18.72,18.74
12573,SAG Calpulalpan,2018-05-31,18.73,17.77,18.41
12574,SAG Calpulalpan,2018-06-01,18.8,18.8,18.8
12575,SAG Calpulalpan,2018-06-02,18.75,18.75,18.75
12576,SAG Calpulalpan,2018-06-04,18.78,18.73,18.767500000000002
12577,SAG Calpulalpan,2018-06-06,18.83,18.8,18.812
12578,SAG Calpulalpan,2018-06-07,18.81,18.81,18.81
12579,SAG Calpulalpan,2018-06-08,18.82,17.85,18.635
12580,SAG Calpulalpan,2018-06-10,18.84,18.84,18.84
12581,SAG Calpulalpan,2018-06-11,18.85,18.85,18.85
12582,SAG Calpulalpan,2018-06-13,18.86,18.86,18.86
12583,SAG Calpulalpan,2018-06-14,18.88,17.9,18.764444444444447
12584,SAG Calpulalpan,2018-06-16,18.94,17.91,18.78125
12585,SAG Calpulalpan,2018-06-18,18.94,18.94,18.94
12586,SAG Calpulalpan,2018-06-20,18.97,17.96,18.831111111111113
12587,SAG Calpulalpan,2018-06-22,19.0,18.98,18.986666666666668
12588,SAG Calpulalpan,2018-06-25,18.96,17.99,18.766
12589,SAG Calpulalpan,2018-06-27,18.99,18.99,18.99
12590,SAG Calpulalpan,2018-06-28,19.0,18.03,18.861428571428572
12591,SAG Calpulalpan,2018-06-29,19.0,19.0,19.0
12592,SAG Calpulalpan,2018-07-02,19.02,18.05,18.87857142857143
12593,SAG Calpulalpan,2018-07-04,19.06,19.04,19.05333333333333
12594,SAG Calpulalpan,2018-07-05,19.08,18.11,18.91333333333333
12595,SAG Calpulalpan,2018-07-06,19.07,19.05,19.060000000000002
12596,SAG Calpulalpan,2018-07-19,19.4,19.4,19.4
12597,SAG Calpulalpan,2018-07-20,19.4,19.4,19.4
12598,SAG Calpulalpan,2018-07-23,19.4,19.4,19.4
12599,SAG Calpulalpan,2018-07-27,19.5,19.5,19.5
12600,SAG Calpulalpan,2018-07-30,19.5,19.5,19.5
12601,SAG Calpulalpan,2018-08-03,19.64,19.62,19.633333333333336
12602,SAG Calpulalpan,2018-08-04,19.61,19.61,19.61
12603,SAG Calpulalpan,2018-08-06,19.61,18.78,19.333333333333332
12604,SAG Calpulalpan,2018-08-07,19.75,18.81,19.5975
12605,SAG Calpulalpan,2018-08-08,19.75,19.75,19.75
12606,SAG Calpulalpan,2018-08-09,19.79,19.79,19.79
12607,SAG Calpulalpan,2018-08-10,19.75,19.74,19.741999999999997
12608,SAG Calpulalpan,2018-08-11,19.88,18.87,19.375
12609,SAG Calpulalpan,2018-08-13,19.88,19.79,19.823333333333334
12610,SAG Calpulalpan,2018-08-14,19.88,19.78,19.813333333333333
12611,SAG Calpulalpan,2018-08-15,19.81,19.81,19.81
12612,SAG Calpulalpan,2018-08-17,19.93,18.94,19.706666666666667
12613,SAG Calpulalpan,2018-08-18,19.82,18.94,19.526666666666667
12614,SAG Calpulalpan,2018-08-21,19.93,19.8,19.853333333333335
12615,SAG Calpulalpan,2018-08-22,19.84,19.84,19.84
12616,SAG Calpulalpan,2018-08-23,19.94,19.85,19.872500000000002
12617,SAG Calpulalpan,2018-08-24,19.87,19.85,19.863333333333333
12618,SAG Calpulalpan,2018-08-25,19.89,19.0,19.593333333333334
12619,SAG Calpulalpan,2018-08-26,19.89,19.0,19.445
12620,SAG Calpulalpan,2018-08-27,19.89,19.89,19.89
12621,SAG Calpulalpan,2018-08-28,19.97,19.9,19.933333333333334
12622,SAG Calpulalpan,2018-08-29,19.93,19.93,19.93
12623,SAG Calpulalpan,2018-08-30,19.95,19.9,19.924999999999997
12624,SAG Calpulalpan,2018-08-31,19.99,19.97,19.974999999999998
12625,SAG Calpulalpan,2018-09-01,19.99,19.99,19.99
12626,SAG Calpulalpan,2018-09-03,19.99,19.11,19.549999999999997
12627,SAG Calpulalpan,2018-09-04,20.01,19.9,19.988000000000003
12628,SAG Calpulalpan,2018-09-05,20.01,20.01,20.01
12629,SAG Calpulalpan,2018-09-06,20.03,20.01,20.025000000000002
12630,SAG Calpulalpan,2018-09-07,20.07,20.07,20.07
12631,SAG Calpulalpan,2018-09-08,20.07,20.0,20.05
12632,SAG Calpulalpan,2018-09-10,20.06,20.06,20.06
12633,SAG Calpulalpan,2018-09-11,20.08,20.0,20.06
12634,SAG Calpulalpan,2018-09-13,20.11,19.15,19.63
12635,SAG Calpulalpan,2018-09-14,20.12,20.08,20.11
12636,SAG Calpulalpan,2018-09-15,20.12,20.12,20.12
12637,SAG Calpulalpan,2018-09-18,20.12,20.09,20.11
12638,SAG Calpulalpan,2018-09-19,20.13,20.08,20.104999999999997
12639,SAG Calpulalpan,2018-09-20,20.08,20.08,20.08
12640,SAG Calpulalpan,2018-09-21,20.12,19.19,19.91
12641,SAG Calpulalpan,2018-09-22,20.15,20.12,20.14
12642,SAG Calpulalpan,2018-09-24,20.15,19.19,19.81
12643,SAG Calpulalpan,2018-09-25,20.13,20.13,20.13
12644,SAG Calpulalpan,2018-09-26,20.19,20.1,20.167500000000004
12645,SAG Calpulalpan,2018-09-27,20.15,20.15,20.15
12646,SAG Calpulalpan,2018-09-28,20.25,19.29,20.048571428571428
12647,SAG Calpulalpan,2018-09-29,20.27,19.32,20.015
12648,SAG Calpulalpan,2018-09-30,20.27,20.27,20.27
12649,SAG Calpulalpan,2018-10-01,20.2,20.2,20.2
12650,SAG Calpulalpan,2018-10-02,20.29,19.33,20.098
12651,SAG Calpulalpan,2018-10-03,20.22,20.2,20.21
12652,SAG Calpulalpan,2018-10-04,20.24,20.24,20.24
12653,SAG Calpulalpan,2018-10-05,20.35,20.3,20.34
12654,SAG Calpulalpan,2018-10-06,20.3,20.3,20.3
12655,SAG Calpulalpan,2018-10-08,20.37,20.37,20.37
12656,SAG Calpulalpan,2018-10-09,20.4,19.45,20.19
12657,SAG Calpulalpan,2018-10-10,20.28,20.28,20.28
12658,SAG Calpulalpan,2018-10-12,20.49,19.48,20.294285714285714
12659,SAG Calpulalpan,2018-10-13,20.49,20.49,20.49
12660,SAG Calpulalpan,2018-10-16,20.48,20.48,20.48
12661,SAG Calpulalpan,2018-10-17,20.51,20.32,20.4625
12662,SAG Calpulalpan,2018-10-18,20.48,20.48,20.48
12663,SAG Calpulalpan,2018-10-19,20.52,19.5,20.365
12664,SAG Calpulalpan,2018-10-22,20.54,19.5,20.332
12665,SAG Calpulalpan,2018-10-24,20.55,20.38,20.488000000000003
12666,SAG Calpulalpan,2018-10-25,20.58,19.51,20.366
12667,SAG Calpulalpan,2018-10-26,20.52,20.52,20.52
12668,SAG Calpulalpan,2018-10-27,20.55,20.52,20.5425
12669,SAG Calpulalpan,2018-10-28,20.55,20.55,20.55
12670,SAG Calpulalpan,2018-10-29,20.4,20.4,20.4
12671,SAG Calpulalpan,2018-10-30,20.63,19.51,20.47
12672,SAG Calpulalpan,2018-11-01,20.6,20.44,20.54666666666667
12673,SAG Calpulalpan,2018-11-03,20.69,19.53,20.458000000000002
12674,SAG Calpulalpan,2018-11-05,20.69,19.53,20.51375
12675,SAG Calpulalpan,2018-11-09,20.69,20.61,20.65
12676,SAG Calpulalpan,2018-11-10,20.68,20.68,20.68
12677,SAG Calpulalpan,2018-11-12,20.68,19.49,20.24
12678,SAG Calpulalpan,2018-11-13,20.7,19.47,20.495
12679,SAG Calpulalpan,2018-11-14,20.58,20.58,20.58
12680,SAG Calpulalpan,2018-11-15,20.58,20.58,20.58
12681,SAG Calpulalpan,2018-11-16,20.68,20.62,20.65
12682,SAG Calpulalpan,2018-11-17,20.67,19.41,20.46
12683,SAG Calpulalpan,2018-11-21,20.67,20.61,20.643333333333334
12684,SAG Calpulalpan,2018-11-22,20.67,20.67,20.67
12685,SAG Calpulalpan,2018-11-23,20.58,20.58,20.58
12686,SAG Calpulalpan,2018-11-24,20.65,20.63,20.636666666666667
12687,SAG Calpulalpan,2018-11-26,20.63,20.63,20.63
12688,SAG Calpulalpan,2018-11-27,20.7,20.63,20.665
12689,SAG Calpulalpan,2018-11-28,20.63,19.35,20.374000000000002
12690,SAG Calpulalpan,2018-11-29,20.7,20.54,20.619999999999997
12691,SAG Calpulalpan,2018-11-30,19.35,19.35,19.35
12692,SAG Calpulalpan,2018-12-01,20.63,20.63,20.63
12693,SAG Calpulalpan,2018-12-03,20.7,20.7,20.7
12694,SAG Calpulalpan,2018-12-04,20.63,20.63,20.63
12695,SAG Calpulalpan,2018-12-05,20.7,20.54,20.625999999999998
12696,SAG Calpulalpan,2018-12-06,20.63,19.33,20.196666666666665
12697,SAG Calpulalpan,2018-12-07,20.63,19.33,20.2675
12698,SAG Calpulalpan,2018-12-08,20.68,20.68,20.68
12699,SAG Calpulalpan,2018-12-09,20.63,20.63,20.63
12700,SAG Calpulalpan,2018-12-10,20.67,20.63,20.65
12701,SAG Calpulalpan,2018-12-11,20.63,19.28,20.415714285714284
12702,SAG Calpulalpan,2018-12-13,20.65,20.48,20.564999999999998
12703,SAG Calpulalpan,2018-12-14,20.63,20.63,20.63
12704,SAG Calpulalpan,2018-12-15,19.23,19.23,19.23
12705,SAG Calpulalpan,2018-12-17,20.63,20.59,20.616666666666664
12706,SAG Calpulalpan,2018-12-18,20.63,20.45,20.558
12707,SAG Calpulalpan,2018-12-19,20.63,20.57,20.615000000000002
12708,SAG Calpulalpan,2018-12-21,20.64,20.45,20.533333333333335
12709,SAG Calpulalpan,2018-12-22,20.6,19.15,20.345000000000002
12710,SAG Calpulalpan,2018-12-23,20.6,20.6,20.6
12711,SAG Calpulalpan,2018-12-24,20.49,20.35,20.42
12712,SAG Calpulalpan,2018-12-26,20.57,19.01,20.365000000000002
12713,SAG Calpulalpan,2018-12-28,20.56,20.25,20.353333333333335
12714,SAG Calpulalpan,2018-12-29,20.55,20.44,20.5225
12715,SAG Calpulalpan,2018-12-30,20.55,20.55,20.55
12716,SAG Calpulalpan,2018-12-31,20.55,18.99,20.16
12717,SAG Camargo,2018-01-02,18.18,16.77,17.475
12718,SAG Camargo,2018-01-03,18.18,16.7,17.81
12719,SAG Camargo,2018-01-04,17.93,17.93,17.93
12720,SAG Camargo,2018-01-05,18.22,16.93,17.884
12721,SAG Camargo,2018-01-06,18.26,16.84,17.618000000000002
12722,SAG Camargo,2018-01-08,18.33,16.99,17.61444444444444
12723,SAG Camargo,2018-01-09,18.33,18.01,18.223333333333333
12724,SAG Camargo,2018-01-10,18.34,17.98,18.22
12725,SAG Camargo,2018-01-11,18.39,18.01,18.200000000000003
12726,SAG Camargo,2018-01-12,18.44,16.9,17.62
12727,SAG Camargo,2018-01-13,18.46,18.03,18.17625
12728,SAG Camargo,2018-01-14,18.46,18.46,18.46
12729,SAG Camargo,2018-01-15,18.46,18.46,18.46
12730,SAG Camargo,2018-01-17,18.51,18.49,18.5025
12731,SAG Camargo,2018-01-18,18.51,17.33,18.003333333333334
12732,SAG Camargo,2018-01-19,18.55,17.23,18.02
12733,SAG Camargo,2018-01-20,18.18,18.18,18.18
12734,SAG Camargo,2018-01-22,18.56,17.42,17.926666666666666
12735,SAG Camargo,2018-01-23,18.3,18.3,18.3
12736,SAG Camargo,2018-01-24,18.61,18.6,18.605
12737,SAG Camargo,2018-01-25,18.7,18.23,18.421666666666667
12738,SAG Camargo,2018-01-26,18.75,17.46,18.163333333333334
12739,SAG Camargo,2018-01-27,18.81,18.28,18.7
12740,SAG Camargo,2018-01-28,18.48,17.59,18.035
12741,SAG Camargo,2018-01-29,18.81,17.69,18.34
12742,SAG Camargo,2018-01-30,18.85,18.43,18.596666666666668
12743,SAG Camargo,2018-01-31,18.9,17.76,18.330000000000002
12744,SAG Camargo,2018-02-01,18.9,17.63,18.252
12745,SAG Camargo,2018-02-02,18.91,18.43,18.632857142857144
12746,SAG Camargo,2018-02-05,18.53,18.53,18.53
12747,SAG Camargo,2018-02-06,18.96,18.93,18.95
12748,SAG Camargo,2018-02-07,18.96,18.9,18.93
12749,SAG Camargo,2018-02-08,18.61,17.89,18.25
12750,SAG Camargo,2018-02-09,18.61,18.61,18.61
12751,SAG Camargo,2018-02-10,18.61,18.59,18.6
12752,SAG Camargo,2018-02-12,18.79,18.79,18.789999999999996
12753,SAG Camargo,2018-02-13,18.79,18.61,18.709090909090907
12754,SAG Camargo,2018-02-14,18.71,17.89,18.29
12755,SAG Camargo,2018-02-15,18.61,18.61,18.61
12756,SAG Camargo,2018-02-16,18.71,18.59,18.683333333333334
12757,SAG Camargo,2018-02-19,18.7,18.61,18.655
12758,SAG Camargo,2018-02-20,18.71,18.48,18.55857142857143
12759,SAG Camargo,2018-02-21,18.88,17.89,18.375
12760,SAG Camargo,2018-02-22,18.55,18.55,18.55
12761,SAG Camargo,2018-02-23,18.81,17.99,18.508
12762,SAG Camargo,2018-02-26,18.61,17.89,18.43
12763,SAG Camargo,2018-02-27,18.88,17.95,18.59125
12764,SAG Camargo,2018-02-28,18.88,18.88,18.88
12765,SAG Camargo,2018-03-01,18.94,18.71,18.796
12766,SAG Camargo,2018-03-02,17.95,17.95,17.95
12767,SAG Camargo,2018-03-03,18.74,18.14,18.425
12768,SAG Camargo,2018-03-05,18.74,17.95,18.345
12769,SAG Camargo,2018-03-06,18.99,18.14,18.684999999999995
12770,SAG Camargo,2018-03-07,18.99,18.83,18.866666666666667
12771,SAG Camargo,2018-03-08,18.85,17.99,18.548571428571424
12772,SAG Camargo,2018-03-09,18.8,18.12,18.580000000000002
12773,SAG Camargo,2018-03-12,18.82,18.82,18.82
12774,SAG Camargo,2018-03-13,18.96,17.99,18.738
12775,SAG Camargo,2018-03-14,18.83,18.12,18.49875
12776,SAG Camargo,2018-03-15,18.95,18.7,18.8475
12777,SAG Camargo,2018-03-16,18.83,18.83,18.83
12778,SAG Camargo,2018-03-17,18.96,17.99,18.54
12779,SAG Camargo,2018-03-20,18.96,18.13,18.72
12780,SAG Camargo,2018-03-21,18.99,17.99,18.650000000000002
12781,SAG Camargo,2018-03-22,18.92,18.16,18.419999999999998
12782,SAG Camargo,2018-03-23,18.92,18.92,18.92
12783,SAG Camargo,2018-03-24,18.69,18.04,18.365000000000002
12784,SAG Camargo,2018-03-27,18.97,18.97,18.97
12785,SAG Camargo,2018-03-28,19.02,18.04,18.676666666666666
12786,SAG Camargo,2018-03-29,19.03,18.19,18.716250000000002
12787,SAG Camargo,2018-03-30,18.76,18.7,18.73
12788,SAG Camargo,2018-03-31,18.97,18.97,18.97
12789,SAG Camargo,2018-04-02,19.03,18.97,19.003333333333334
12790,SAG Camargo,2018-04-03,19.03,19.01,19.020000000000003
12791,SAG Camargo,2018-04-04,19.01,18.07,18.712500000000002
12792,SAG Camargo,2018-04-05,18.95,18.95,18.95
12793,SAG Camargo,2018-04-06,18.95,18.19,18.59
12794,SAG Camargo,2018-04-10,18.98,18.04,18.349999999999998
12795,SAG Camargo,2018-04-11,18.98,18.67,18.754285714285714
12796,SAG Camargo,2018-04-12,18.98,18.67,18.862000000000002
12797,SAG Camargo,2018-04-13,18.99,18.19,18.456666666666667
12798,SAG Camargo,2018-04-16,18.69,18.01,18.35
12799,SAG Camargo,2018-04-17,19.0,18.19,18.652
12800,SAG Camargo,2018-04-18,19.0,18.69,18.7775
12801,SAG Camargo,2018-04-19,19.02,18.01,18.7675
12802,SAG Camargo,2018-04-20,19.02,19.0,19.009999999999998
12803,SAG Camargo,2018-04-21,19.0,19.0,19.0
12804,SAG Camargo,2018-04-23,19.02,18.15,18.54
12805,SAG Camargo,2018-04-24,19.02,19.01,19.015
12806,SAG Camargo,2018-04-25,19.02,18.73,18.875
12807,SAG Camargo,2018-04-26,18.21,18.01,18.11
12808,SAG Camargo,2018-04-27,19.05,18.15,18.7225
12809,SAG Camargo,2018-04-28,19.06,19.06,19.06
12810,SAG Camargo,2018-04-30,19.06,18.72,18.833333333333332
12811,SAG Camargo,2018-05-01,19.06,18.15,18.453333333333333
12812,SAG Camargo,2018-05-02,19.07,18.01,18.54
12813,SAG Camargo,2018-05-03,19.07,18.23,18.775
12814,SAG Camargo,2018-05-04,19.07,19.07,19.07
12815,SAG Camargo,2018-05-05,19.08,18.75,18.915
12816,SAG Camargo,2018-05-07,19.08,18.27,18.674999999999997
12817,SAG Camargo,2018-05-08,19.08,18.15,18.77
12818,SAG Camargo,2018-05-09,19.08,17.99,18.66
12819,SAG Camargo,2018-05-10,19.06,18.27,18.53333333333333
12820,SAG Camargo,2018-05-11,19.08,19.08,19.08
12821,SAG Camargo,2018-05-12,19.07,18.15,18.61
12822,SAG Camargo,2018-05-13,19.08,19.08,19.08
12823,SAG Camargo,2018-05-14,18.76,18.76,18.76
12824,SAG Camargo,2018-05-15,19.1,19.08,19.09
12825,SAG Camargo,2018-05-16,19.11,19.11,19.11
12826,SAG Camargo,2018-05-17,19.1,17.7,18.345
12827,SAG Camargo,2018-05-18,19.11,18.69,18.96666666666667
12828,SAG Camargo,2018-05-19,18.79,17.99,18.52333333333333
12829,SAG Camargo,2018-05-21,19.11,19.11,19.11
12830,SAG Camargo,2018-05-22,19.11,18.29,18.563333333333333
12831,SAG Camargo,2018-05-23,19.11,17.79,18.553333333333335
12832,SAG Camargo,2018-05-25,19.19,18.55,18.87
12833,SAG Camargo,2018-05-28,19.21,17.79,18.6725
12834,SAG Camargo,2018-05-29,19.2,19.19,19.195
